index,num_words,num_different_forms,num_different_forms_incidence,num_words_with_punct,num_paragraphs,num_paragraphs_incidence,num_sentences,num_sentences_incidence,sentences_per_paragraph_mean,sentences_per_paragraph_std,sentences_length_mean,sentences_length_std,sentences_length_no_stopwords_mean,sentences_length_no_stopwords_std,num_syllables_words_mean,num_syllables_words_std,words_length_mean,words_length_std,words_length_no_stopwords_mean,words_length_no_stopwords_std,lemmas_length_mean,lemmas_length_std,lexical_density,noun_density,verb_density,adj_density,adv_density,simple_ttr,content_ttr,nttr,vttr,adj_ttr,adv_ttr,lemma_ttr,lemma_content_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,honore,maas,mtld,flesch,min_wf_per_sentence,num_rare_nouns,num_rare_nouns_incidence,num_rare_adj,num_rare_adj_incidence,num_rare_verbs,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words,num_rare_words_incidence,num_dif_rare_words,num_dif_rare_words_incidence,mean_rare,mean_distinct_rare,num_lexic_words,num_lexic_words_incidence,num_noun,num_noun_incidence,num_proper_noun,num_proper_noun_incidence,ratio_proper_nouns_per_nouns,num_adj,num_adj_incidence,num_adv,num_adv_incidence,num_verb,num_verb_incidence,num_past,num_past_incidence,num_pres,num_pres_incidence,num_indic,num_indic_incidence,num_impera,num_impera_incidence,num_past_irregular,num_past_irregular_incidence,num_past_irregular_mean,num_personal_pronouns,num_personal_pronouns_incidence,num_first_pers_pron,num_first_pers_pron_incidence,num_first_pers_sing_pron,num_first_pers_sing_pron_incidence,num_third_pers_pron,num_third_pers_pron_incidence,left_embeddedness,num_decendents_noun_phrase,num_modifiers_noun_phrase,mean_depth_per_sentence,num_subord,num_subord_incidence,num_punct_marks_per_sentence,num_total_prop,mean_propositions_per_sentence,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,num_neg,negation_incidence,num_ger,gerund_incidence,num_inf,infinitive_incidence,polysemic_index,hypernymy_verbs_index,hypernymy_nouns_index,hypernymy_index,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,all_connectives,all_connectives_incidence,causal_connectives,causal_connectives_incidence,temporal_connectives,temporal_connectives_incidence,conditional_connectives,conditional_connectives_incidence,logical_connectives,logical_connectives_incidence,adversative_connectives,adversative_connectives_incidence
8027,156.0,92,589.7436,170.0,1,6.4103,6.0,38.4615,6.0,0.0,26.0,13.9881,9.0,4.5461,1.8077,0.8406,4.2645,2.2862,6.3333,1.9052,4.2258,2.1539,0.5064,0.2115,0.1795,0.0641,0.0513,0.5897,0.7886,0.5758,0.9286,0.9,0.75,0.609,0.6551,0.5455,0.75,0.7,0.625,611.4166,0.0595,87.4438,71.8585,2.7467,5.0,32.0513,1.0,6.4103,2.0,12.8205,0.0,0.0,8.0,51.2821,5.0,32.0513,10.1266,8.3333,79.0,506.4103,33.0,211.5385,2.0,12.8205,0.0571,10.0,64.1026,8.0,51.2821,28.0,179.4872,7.0,44.8718,9.0,57.6923,21.0,134.6154,0.0,0.0,5.0,32.0513,0.7143,14.0,89.7436,5.0,32.0513,4.0,25.641,9.0,57.6923,3.5,1.3061,1.102,5.8333,18.0,115.3846,2.3333,29.0,4.8333,4.6667,8.1667,314.1026,179.4872,2.0,12.8205,0.0,0.0,7.0,44.8718,3.2708,2.1,9.125,7.0588,0.4,0.5333,0.6,0.6,0.4,0.5333,0.0344,0.0426,0.0431,0.0454,14.0,89.7436,5.0,32.0513,3.0,19.2308,0.0,0.0,4.0,25.641,2.0,12.8205
8028,307.0,167,543.9739,338.0,1,3.2573,10.0,32.5733,10.0,0.0,30.7,22.6321,12.5,9.2655,1.9805,1.0553,4.7948,2.8123,7.28,2.1748,4.645,2.6031,0.4756,0.1498,0.1564,0.1075,0.0619,0.544,0.7258,0.6087,0.875,0.7879,0.6316,0.6384,0.6175,0.6087,0.6458,0.6364,0.5789,798.7541,0.0535,93.7696,56.6986,2.073,11.0,35.8306,13.0,42.3453,14.0,45.6026,0.0,0.0,38.0,123.7785,31.0,100.9772,26.0274,28.7037,146.0,475.57,46.0,149.8371,11.0,35.8306,0.193,33.0,107.4919,19.0,61.8893,48.0,156.3518,10.0,32.5733,16.0,52.1173,19.0,61.8893,0.0,0.0,3.0,9.772,0.3,22.0,71.6612,15.0,48.8599,9.0,29.316,4.0,13.0293,2.9,1.5465,1.1977,6.2,29.0,94.4625,3.1,56.0,5.6,4.8,8.6,280.1303,156.3518,1.0,3.2573,7.0,22.8013,13.0,42.3453,3.3165,1.625,7.9355,5.7872,0.3333,0.2889,0.5556,0.4222,0.3333,0.2889,0.0189,0.0264,0.0172,0.0235,25.0,81.4332,4.0,13.0293,2.0,6.5147,1.0,3.2573,15.0,48.8599,3.0,9.772
8029,79.0,61,772.1519,84.0,1,12.6582,3.0,37.9747,3.0,0.0,26.3333,28.8598,9.3333,11.0855,2.038,1.174,4.7468,2.8925,7.5714,2.3057,4.6203,2.5622,0.481,0.2025,0.1392,0.0886,0.0506,0.7722,0.9844,0.9375,1.0,1.0,1.0,0.8734,0.9844,0.9375,1.0,1.0,1.0,1286.1695,0.0352,97.0822,57.7015,3.0267,2.0,25.3165,4.0,50.6329,3.0,37.9747,0.0,0.0,9.0,113.9241,9.0,113.9241,23.6842,24.3243,38.0,481.0127,16.0,202.5316,2.0,25.3165,0.1111,7.0,88.6076,4.0,50.6329,11.0,139.2405,2.0,25.3165,4.0,50.6329,7.0,88.6076,0.0,0.0,2.0,25.3165,1.0,4.0,50.6329,1.0,12.6582,0.0,0.0,0.0,0.0,2.6667,1.44,1.28,5.6667,6.0,75.9494,1.6667,14.0,4.6667,3.6667,8.3333,316.4557,139.2405,0.0,0.0,0.0,0.0,2.0,25.3165,3.6111,0.5,7.9,5.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,75.9494,1.0,12.6582,1.0,12.6582,0.0,0.0,4.0,50.6329,0.0,0.0
8030,57.0,42,736.8421,65.0,1,17.5439,2.0,35.0877,2.0,0.0,28.5,19.5,14.0,10.0,2.0351,0.9545,4.6316,2.4824,6.0714,1.8695,4.614,2.3527,0.6667,0.2632,0.2807,0.0877,0.0351,0.7368,0.9031,0.8,0.8125,1.0,1.0,0.807,0.8875,0.8,0.75,1.0,1.0,819.4083,0.0503,60.648,55.6647,2.185,4.0,70.1754,1.0,17.5439,2.0,35.0877,0.0,0.0,7.0,122.807,7.0,122.807,18.4211,21.875,38.0,666.6667,15.0,263.1579,1.0,17.5439,0.0625,5.0,87.7193,2.0,35.0877,16.0,280.7018,2.0,35.0877,8.0,140.3509,9.0,157.8947,0.0,0.0,1.0,17.5439,0.5,6.0,105.2632,0.0,0.0,0.0,0.0,6.0,105.2632,0.0,1.1176,1.0588,6.5,13.0,228.0702,4.0,16.0,8.0,8.0,8.5,298.2456,280.7018,0.0,0.0,0.0,0.0,5.0,87.7193,6.2353,1.3333,6.7778,4.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0263,0.0,0.0263,0.0,1.0,17.5439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5439,0.0,0.0
8031,54.0,36,666.6667,59.0,1,18.5185,1.0,18.5185,1.0,0.0,54.0,0.0,15.0,0.0,1.7778,1.083,3.8846,2.5393,6.8,2.2271,3.8462,2.5674,0.4259,0.2037,0.1667,0.0,0.0556,0.6667,0.7046,0.8182,1.0,0.0,1.0,0.6296,0.7046,0.8182,1.0,0.0,1.0,779.5772,0.0727,45.8484,45.0933,0.0,3.0,55.5556,0.0,0.0,3.0,55.5556,0.0,0.0,6.0,111.1111,6.0,111.1111,26.087,30.0,23.0,425.9259,11.0,203.7037,0.0,0.0,0.0,0.0,0.0,3.0,55.5556,9.0,166.6667,0.0,0.0,5.0,92.5926,5.0,92.5926,0.0,0.0,0.0,0.0,0.0,2.0,37.037,2.0,37.037,2.0,37.037,0.0,0.0,0.0,1.4615,1.2308,8.0,5.0,92.5926,5.0,9.0,9.0,9.0,13.0,240.7407,166.6667,1.0,18.5185,0.0,0.0,3.0,55.5556,4.9231,1.25,9.6667,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,129.6296,3.0,55.5556,1.0,18.5185,0.0,0.0,3.0,55.5556,0.0,0.0
8032,110.0,62,563.6364,140.0,1,9.0909,5.0,45.4545,5.0,0.0,22.0,17.5955,10.2,7.5472,1.9182,1.0456,4.4766,2.447,6.2157,2.208,4.486,2.4585,0.5636,0.1545,0.2182,0.1364,0.0545,0.5636,0.639,0.7059,0.4167,0.9333,0.5,0.7182,0.6015,0.7059,0.3333,0.8667,0.5,452.0227,0.0775,67.4604,69.3091,2.11,1.0,9.0909,7.0,63.6364,0.0,0.0,0.0,0.0,8.0,72.7273,8.0,72.7273,12.9032,20.5128,62.0,563.6364,17.0,154.5455,9.0,81.8182,0.3462,15.0,136.3636,6.0,54.5455,24.0,218.1818,0.0,0.0,22.0,200.0,22.0,200.0,0.0,0.0,0.0,0.0,0.0,12.0,109.0909,6.0,54.5455,6.0,54.5455,6.0,54.5455,1.6,0.5588,0.5588,5.4,21.0,190.9091,6.0,32.0,6.4,4.8,6.8,309.0909,218.1818,3.0,27.2727,0.0,0.0,2.0,18.1818,3.303,0.8,8.4167,6.1765,0.5,0.3,0.5,0.3,0.5,0.3,0.0826,0.1043,0.0411,0.0778,8.0,72.7273,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.3636,4.0,36.3636
8033,160.0,82,512.5,183.0,1,6.25,3.0,18.75,3.0,0.0,53.3333,38.439,22.0,16.3911,1.75,0.8216,4.0464,2.2088,5.7879,1.6192,3.9669,2.1389,0.4062,0.2188,0.1625,0.025,0.0,0.5125,0.5415,0.7429,0.4231,1.0,0.0,0.6875,0.4791,0.6857,0.2308,1.0,0.0,602.4595,0.0793,41.4447,47.44,2.8733,9.0,56.25,2.0,12.5,0.0,0.0,0.0,0.0,11.0,68.75,7.0,43.75,16.9231,17.0732,65.0,406.25,35.0,218.75,21.0,131.25,0.375,4.0,25.0,0.0,0.0,26.0,162.5,0.0,0.0,26.0,162.5,26.0,162.5,0.0,0.0,0.0,0.0,0.0,12.0,75.0,5.0,31.25,3.0,18.75,7.0,43.75,2.0,1.0156,0.8594,9.3333,15.0,93.75,7.6667,33.0,11.0,8.6667,21.3333,400.0,162.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8889,0.0,9.5263,7.24,1.0,1.0,1.0,1.0,1.0,1.0,0.09,0.0052,0.0933,0.0064,19.0,118.75,1.0,6.25,2.0,12.5,0.0,0.0,14.0,87.5,2.0,12.5
8034,90.0,31,344.4444,108.0,1,11.1111,6.0,66.6667,6.0,0.0,15.0,10.4722,5.6667,3.9861,1.6667,0.8028,3.8605,2.2213,5.7059,1.724,3.9186,2.2005,0.5,0.2556,0.2111,0.0333,0.0,0.3444,0.3475,0.5652,0.1579,0.6667,0.0,0.6333,0.3366,0.5217,0.1579,0.6667,0.0,336.564,0.2081,19.5069,91.54,2.44,4.0,44.4444,1.0,11.1111,0.0,0.0,0.0,0.0,5.0,55.5556,5.0,55.5556,11.1111,27.7778,45.0,500.0,23.0,255.5556,5.0,55.5556,0.1786,3.0,33.3333,0.0,0.0,19.0,211.1111,0.0,0.0,19.0,211.1111,19.0,211.1111,0.0,0.0,0.0,0.0,0.0,8.0,88.8889,0.0,0.0,0.0,0.0,8.0,88.8889,2.1667,0.8571,0.7429,3.8333,8.0,88.8889,3.0,21.0,3.5,3.1667,5.8333,388.8889,211.1111,0.0,0.0,0.0,0.0,0.0,0.0,2.5833,0.0,8.2941,6.4091,0.8,0.5333,0.8,0.5333,0.8,0.5333,0.198,0.0554,0.1565,0.0931,7.0,77.7778,0.0,0.0,0.0,0.0,0.0,0.0,7.0,77.7778,0.0,0.0
8035,62.0,44,709.6774,75.0,1,16.129,2.0,32.2581,2.0,0.0,31.0,29.0,9.0,9.0,1.9032,0.9624,4.377,2.1816,6.4444,1.9783,4.3607,2.1041,0.5,0.1774,0.2258,0.0806,0.0161,0.7097,0.8429,1.0,0.5714,0.8,1.0,0.7903,0.825,1.0,0.5,0.8,1.0,716.9567,0.0551,52.7716,61.0265,3.645,2.0,32.2581,0.0,0.0,1.0,16.129,0.0,0.0,3.0,48.3871,3.0,48.3871,9.6774,12.5,31.0,500.0,11.0,177.4194,3.0,48.3871,0.2143,5.0,80.6452,1.0,16.129,14.0,225.8065,1.0,16.129,8.0,129.0323,9.0,145.1613,0.0,0.0,1.0,16.129,1.0,3.0,48.3871,2.0,32.2581,2.0,32.2581,0.0,0.0,0.0,0.9333,0.9333,5.0,11.0,177.4194,6.5,16.0,8.0,7.0,7.5,241.9355,225.8065,0.0,0.0,0.0,0.0,4.0,64.5161,8.375,1.8,7.0,4.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,209.6774,5.0,80.6452,4.0,64.5161,0.0,0.0,1.0,16.129,3.0,48.3871
8036,173.0,110,635.8382,208.0,1,5.7803,11.0,63.5838,11.0,0.0,15.7273,8.1697,5.8182,3.0989,2.1214,1.174,5.0409,2.8312,7.5938,2.1989,4.9357,2.7639,0.5665,0.2254,0.2081,0.0867,0.0462,0.6358,0.8862,0.7949,0.75,1.0,1.0,0.7052,0.7966,0.7949,0.5833,0.9333,0.875,946.8657,0.0472,87.9825,63.5149,3.7545,5.0,28.9017,1.0,5.7803,1.0,5.7803,0.0,0.0,7.0,40.4624,6.0,34.6821,7.1429,7.4074,98.0,566.474,39.0,225.4335,5.0,28.9017,0.1136,15.0,86.7052,8.0,46.2428,36.0,208.0925,1.0,5.7803,23.0,132.948,25.0,144.5087,0.0,0.0,0.0,0.0,0.0,7.0,40.4624,4.0,23.1214,2.0,11.5607,3.0,17.341,2.5455,1.5577,1.2115,5.0,20.0,115.6069,3.1818,38.0,3.4545,3.2727,4.7273,300.578,208.0925,1.0,5.7803,1.0,5.7803,9.0,52.0231,3.9836,1.5714,8.129,6.0889,0.2,0.1455,0.2,0.1636,0.2,0.1455,0.0201,0.0312,0.0205,0.0305,18.0,104.0462,5.0,28.9017,3.0,17.341,1.0,5.7803,9.0,52.0231,0.0,0.0
8037,244.0,149,610.6557,276.0,1,4.0984,6.0,24.5902,6.0,0.0,40.6667,41.5959,17.5,19.2159,2.1148,1.272,5.1311,3.2059,7.9143,2.6117,5.0287,3.0196,0.4877,0.2131,0.1721,0.0697,0.0328,0.6107,0.8377,0.8077,0.7857,0.8824,0.875,0.6352,0.7689,0.7692,0.6667,0.7647,0.875,988.1141,0.0454,108.8534,38.4748,2.0733,14.0,57.377,10.0,40.9836,5.0,20.4918,0.0,0.0,29.0,118.8525,23.0,94.2623,24.3697,23.9583,119.0,487.7049,52.0,213.1148,11.0,45.082,0.1746,17.0,69.6721,8.0,32.7869,42.0,172.1311,3.0,12.2951,22.0,90.1639,22.0,90.1639,0.0,0.0,0.0,0.0,0.0,18.0,73.7705,11.0,45.082,10.0,40.9836,7.0,28.6885,0.8333,1.6986,1.2877,6.5,28.0,114.7541,5.3333,46.0,7.6667,7.0,12.1667,299.1803,172.1311,1.0,4.0984,3.0,12.2951,14.0,57.377,3.9286,1.6667,8.6429,5.913,0.2,0.3333,0.4,0.4667,0.2,0.3333,0.0104,0.0132,0.0102,0.0131,24.0,98.3607,8.0,32.7869,1.0,4.0984,0.0,0.0,10.0,40.9836,5.0,20.4918
8038,167.0,99,592.8144,194.0,1,5.988,7.0,41.9162,7.0,0.0,23.8571,10.8553,9.7143,4.8319,1.9162,1.0633,4.5625,2.6849,6.8235,2.2159,4.6,2.6439,0.479,0.2275,0.1317,0.0539,0.0659,0.5928,0.8319,0.7368,0.9545,1.0,0.6364,0.6587,0.8026,0.7105,0.8636,1.0,0.6364,733.4964,0.057,89.9787,67.5357,0.84,3.0,17.9641,2.0,11.976,7.0,41.9162,1.0,5.988,13.0,77.8443,13.0,77.8443,16.25,20.0,80.0,479.0419,38.0,227.5449,8.0,47.9042,0.1739,9.0,53.8922,11.0,65.8683,22.0,131.7365,3.0,17.9641,10.0,59.8802,12.0,71.8563,0.0,0.0,1.0,5.988,0.3333,11.0,65.8683,4.0,23.9521,4.0,23.9521,7.0,41.9162,5.0,1.58,1.32,5.4286,10.0,59.8802,3.8571,24.0,3.4286,3.1429,7.1429,299.4012,131.7365,5.0,29.9401,0.0,0.0,7.0,41.9162,4.1964,2.4,7.6129,6.3415,0.3333,0.3333,0.5,0.4286,0.3333,0.3333,0.0549,0.0327,0.0352,0.0318,21.0,125.7485,3.0,17.9641,5.0,29.9401,1.0,5.988,6.0,35.9281,6.0,35.9281
8039,159.0,106,666.6667,194.0,1,6.2893,9.0,56.6038,9.0,0.0,17.6667,17.2305,6.7778,6.6796,2.0063,1.037,4.7452,2.5785,6.9672,1.9415,4.6433,2.5389,0.522,0.239,0.1635,0.0503,0.0692,0.6667,0.8342,0.7632,0.8462,1.0,0.7273,0.7296,0.7664,0.7368,0.6923,1.0,0.6364,777.827,0.0429,105.2071,68.4426,2.0789,11.0,69.1824,0.0,0.0,6.0,37.7358,1.0,6.2893,18.0,113.2075,15.0,94.3396,21.6867,22.3881,83.0,522.0126,38.0,238.9937,3.0,18.8679,0.0732,8.0,50.3145,11.0,69.1824,26.0,163.522,5.0,31.4465,15.0,94.3396,20.0,125.7862,0.0,0.0,2.0,12.5786,0.4,20.0,125.7862,15.0,94.3396,12.0,75.4717,4.0,25.1572,3.3333,1.0926,0.9444,4.6667,15.0,94.3396,3.8889,29.0,3.2222,2.8889,6.0,339.6226,163.522,1.0,6.2893,1.0,6.2893,4.0,25.1572,2.7143,1.0,7.2273,5.5667,0.375,0.1111,0.75,0.4444,0.375,0.1111,0.0188,0.0249,0.0076,0.0163,19.0,119.4969,4.0,25.1572,7.0,44.0252,0.0,0.0,4.0,25.1572,4.0,25.1572
8040,94.0,55,585.1064,106.0,1,10.6383,6.0,63.8298,6.0,0.0,15.6667,12.7889,7.1667,5.5202,1.7234,0.8921,4.1209,2.3433,5.7442,1.9659,4.2527,2.3091,0.4362,0.1702,0.1809,0.0319,0.0532,0.5851,0.7493,0.75,0.6471,1.0,0.6,0.734,0.6248,0.6875,0.4118,1.0,0.4,602.9002,0.0768,47.958,87.4557,2.22,4.0,42.5532,1.0,10.6383,2.0,21.2766,0.0,0.0,7.0,74.4681,5.0,53.1915,17.0732,17.2414,41.0,436.1702,16.0,170.2128,16.0,170.2128,0.5,3.0,31.9149,5.0,53.1915,17.0,180.8511,2.0,21.2766,15.0,159.5745,14.0,148.9362,0.0,0.0,0.0,0.0,0.0,10.0,106.383,9.0,95.7447,9.0,95.7447,1.0,10.6383,2.0,0.8611,0.7778,4.8333,5.0,53.1915,2.0,18.0,3.0,2.8333,6.0,382.9787,180.8511,1.0,10.6383,0.0,0.0,0.0,0.0,3.1905,0.0,8.1818,6.0,0.0,0.1333,0.8,0.6667,0.0,0.1333,0.0171,0.021,0.0235,0.0322,10.0,106.383,0.0,0.0,1.0,10.6383,0.0,0.0,5.0,53.1915,4.0,42.5532
8041,80.0,41,512.5,102.0,2,25.0,7.0,87.5,3.5,0.5,11.4286,7.7249,4.5714,3.2888,1.7875,0.847,3.9589,2.4011,5.8438,1.986,3.9452,2.3226,0.475,0.2375,0.1625,0.0375,0.0375,0.5125,0.7224,0.6842,0.5385,1.0,0.6667,0.6625,0.6707,0.6316,0.3846,1.0,0.6667,650.2224,0.1116,33.9396,87.9329,2.2129,2.0,25.0,3.0,37.5,1.0,12.5,0.0,0.0,6.0,75.0,6.0,75.0,15.7895,24.0,38.0,475.0,19.0,237.5,2.0,25.0,0.0952,3.0,37.5,3.0,37.5,13.0,162.5,2.0,25.0,11.0,137.5,12.0,150.0,0.0,0.0,1.0,12.5,0.5,14.0,175.0,12.0,150.0,12.0,150.0,1.0,12.5,2.1429,1.0,0.8889,3.5714,4.0,50.0,3.1429,18.0,2.5714,1.8571,3.8571,337.5,162.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5238,0.0,8.25,6.9474,0.2,0.3333,0.5,0.2857,0.1667,0.1429,0.0436,0.0617,0.0207,0.0448,9.0,112.5,0.0,0.0,3.0,37.5,0.0,0.0,6.0,75.0,0.0,0.0
8042,20.0,17,850.0,25.0,1,50.0,2.0,100.0,2.0,0.0,10.0,6.0,5.0,3.0,1.9,0.8888,4.4,2.3537,6.1,1.8682,4.4,2.3537,0.4,0.2,0.15,0.0,0.05,0.85,0.6875,0.75,1.0,0.0,1.0,0.85,0.6875,0.75,1.0,0.0,1.0,1105.8755,0.0466,37.3333,82.64,0.615,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,2.0,100.0,2.0,100.0,25.0,28.5714,8.0,400.0,4.0,200.0,2.0,100.0,0.3333,0.0,0.0,1.0,50.0,3.0,150.0,0.0,0.0,3.0,150.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,250.0,3.0,150.0,3.0,150.0,0.0,0.0,3.0,0.8571,0.8571,3.5,0.0,0.0,2.5,3.0,1.5,1.5,3.5,350.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,7.75,7.75,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.0,0.125,0.0,4.0,200.0,0.0,0.0,3.0,150.0,0.0,0.0,1.0,50.0,0.0,0.0
8043,90.0,59,655.5556,106.0,1,11.1111,7.0,77.7778,7.0,0.0,12.8571,9.0464,5.2857,4.5266,1.7778,0.8535,4.3111,2.2492,6.1622,1.8086,4.4111,2.0971,0.4667,0.1556,0.1333,0.1111,0.0667,0.6556,0.7708,1.0,0.75,1.0,0.3333,0.8444,0.725,1.0,0.6667,0.9,0.3333,678.2371,0.0585,60.6772,87.059,3.0914,5.0,55.5556,2.0,22.2222,1.0,11.1111,0.0,0.0,8.0,88.8889,8.0,88.8889,19.0476,22.8571,42.0,466.6667,14.0,155.5556,8.0,88.8889,0.3636,10.0,111.1111,6.0,66.6667,12.0,133.3333,2.0,22.2222,8.0,88.8889,8.0,88.8889,0.0,0.0,1.0,11.1111,0.5,4.0,44.4444,4.0,44.4444,4.0,44.4444,0.0,0.0,1.5714,1.4286,1.2857,4.4286,7.0,77.7778,2.2857,17.0,2.4286,1.7143,4.0,311.1111,133.3333,0.0,0.0,0.0,0.0,2.0,22.2222,2.2632,3.0,7.6667,6.5,0.0,0.0,0.1667,0.0952,0.0,0.0,0.0098,0.0219,0.025,0.0391,8.0,88.8889,3.0,33.3333,0.0,0.0,0.0,0.0,3.0,33.3333,2.0,22.2222
8044,118.0,79,669.4915,138.0,1,8.4746,5.0,42.3729,5.0,0.0,23.6,13.3656,10.2,5.4918,1.9237,0.8651,4.6325,2.37,6.5686,1.9021,4.5641,2.2584,0.5169,0.2034,0.1441,0.0678,0.1017,0.6695,0.7555,0.9167,0.6471,0.875,0.5833,0.7458,0.6906,0.9167,0.4706,0.875,0.5,681.9945,0.0484,101.7555,67.3443,0.496,4.0,33.8983,1.0,8.4746,2.0,16.9492,2.0,16.9492,9.0,76.2712,7.0,59.322,14.7541,15.2174,61.0,516.9492,24.0,203.3898,16.0,135.5932,0.4,8.0,67.7966,12.0,101.6949,17.0,144.0678,2.0,16.9492,13.0,110.1695,17.0,144.0678,0.0,0.0,2.0,16.9492,1.0,2.0,16.9492,2.0,16.9492,2.0,16.9492,0.0,0.0,2.4,1.35,0.925,5.0,10.0,84.7458,4.0,21.0,4.2,3.4,8.0,338.9831,144.0678,1.0,8.4746,0.0,0.0,0.0,0.0,2.4074,0.0,7.25,5.4375,0.0,0.1,0.0,0.2,0.25,0.2,0.061,0.063,0.0521,0.0485,10.0,84.7458,2.0,16.9492,0.0,0.0,0.0,0.0,4.0,33.8983,4.0,33.8983
8045,151.0,96,635.7616,176.0,1,6.6225,7.0,46.3576,7.0,0.0,21.5714,14.7634,8.0,4.7809,2.0728,1.0863,4.78,2.7662,7.2321,2.22,4.66,2.7076,0.4768,0.1921,0.1788,0.053,0.053,0.6358,0.8892,0.7931,0.8889,1.0,0.875,0.6954,0.88,0.7931,0.8519,1.0,0.875,836.7271,0.0501,100.5423,60.4663,2.8043,5.0,33.1126,2.0,13.245,4.0,26.4901,0.0,0.0,11.0,72.8477,9.0,59.6026,15.2778,14.7541,72.0,476.8212,29.0,192.053,4.0,26.4901,0.1212,8.0,52.9801,8.0,52.9801,27.0,178.8079,3.0,19.8675,9.0,59.6026,17.0,112.5828,0.0,0.0,2.0,13.245,0.6667,15.0,99.3377,9.0,59.6026,7.0,46.3576,3.0,19.8675,2.2857,1.381,1.1429,5.2857,15.0,99.3377,3.5714,28.0,4.0,3.8571,6.0,278.1457,178.8079,1.0,6.6225,1.0,6.6225,8.0,52.9801,5.5897,3.5714,8.24,7.2188,0.3333,0.1905,0.5,0.381,0.3333,0.2381,0.0327,0.0609,0.0141,0.0364,21.0,139.0728,6.0,39.7351,6.0,39.7351,0.0,0.0,7.0,46.3576,2.0,13.245
8046,65.0,55,846.1538,81.0,1,15.3846,3.0,46.1538,3.0,0.0,21.6667,14.6363,10.0,5.8878,2.0769,1.1544,5.0,2.8498,6.7667,2.7651,4.8485,2.7592,0.4462,0.1692,0.1077,0.0769,0.0923,0.8462,0.8999,0.9091,0.8571,1.0,0.8333,0.8769,0.8999,0.9091,0.8571,1.0,0.8333,1107.8915,0.024,107.8933,60.1246,0.0,2.0,30.7692,4.0,61.5385,2.0,30.7692,1.0,15.3846,9.0,138.4615,9.0,138.4615,31.0345,34.6154,29.0,446.1538,11.0,169.2308,7.0,107.6923,0.3889,5.0,76.9231,6.0,92.3077,7.0,107.6923,2.0,30.7692,0.0,0.0,3.0,46.1538,0.0,0.0,1.0,15.3846,0.5,2.0,30.7692,2.0,30.7692,2.0,30.7692,0.0,0.0,6.6667,1.5625,1.4375,4.3333,4.0,61.5385,5.3333,11.0,3.6667,2.3333,5.3333,246.1538,107.6923,2.0,30.7692,0.0,0.0,3.0,46.1538,5.5,1.25,5.6667,3.9,0.5,0.3333,0.5,0.3333,0.5,0.3333,0.0517,0.0517,0.0345,0.0488,8.0,123.0769,3.0,46.1538,1.0,15.3846,0.0,0.0,2.0,30.7692,2.0,30.7692
8047,223.0,124,556.0538,259.0,1,4.4843,8.0,35.8744,8.0,0.0,27.875,27.1636,11.375,12.2468,1.9552,1.0278,4.5156,2.5787,6.7912,2.094,4.3733,2.4897,0.5067,0.2556,0.1256,0.0807,0.0448,0.5561,0.818,0.8421,0.7857,0.9444,0.7,0.6188,0.773,0.8246,0.6786,0.8889,0.7,1004.1028,0.0582,41.6694,61.0981,1.4888,18.0,80.7175,4.0,17.9372,9.0,40.3587,0.0,0.0,31.0,139.0135,30.0,134.5291,27.4336,31.9149,113.0,506.7265,57.0,255.6054,0.0,0.0,0.0,18.0,80.7175,10.0,44.843,28.0,125.5605,2.0,8.9686,12.0,53.8117,14.0,62.7803,0.0,0.0,0.0,0.0,0.0,12.0,53.8117,7.0,31.3901,6.0,26.9058,5.0,22.4215,1.875,3.0845,1.6761,5.5,18.0,80.7175,4.5,32.0,4.0,3.5,8.875,318.3857,125.5605,3.0,13.4529,2.0,8.9686,11.0,49.3274,4.6545,2.2,8.3438,6.881,0.1429,0.2857,0.2857,0.3571,0.1429,0.2857,0.0583,0.1295,0.0365,0.0719,16.0,71.7489,7.0,31.3901,3.0,13.4529,1.0,4.4843,1.0,4.4843,4.0,17.9372
