index,DESPC,DESSC,DESWC,DESPL,DESPLd,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2s,WRDPRP2p,WRDPRP3s,WRDPRP3p,DRNP,DRVP,DRNEG,SYNNP,SYNLE,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,CNCAdd,LDTTRa,LDTTRcw,RDFHGL,CRFNO1,CRFAO1,CRFSO1,CRFCWO1,CRFCWO1d,CRFANP1,CRFNOa,CRFAOa,CRFSOa,CRFCWOa,CRFCWOad,CRFANPa
10,1,2,73,2,0.0,36.5,22.5,2.041095890410959,1.2653263823293688,5.2465753424657535,3.5103792165980465,315.0684931506849,68.4931506849315,109.58904109589041,27.397260273972602,27.397260273972602,0.0,0.0,0.0,0.0,0.0,0.0,123.2876712328767,13.698630136986301,0.0,0.6666666666666666,4.0,54.794520547945204,0.0,41.0958904109589,0.0,13.698630136986301,0.0,0.7534246575342466,0.9736842105263158,168.3853424657534,1.0,1.0,1.0,0.05263157894736842,0.0,0.0,1.0,1.0,1.0,0.05263157894736842,0.0,0.0
11,1,4,66,4,0.0,16.5,6.224949798994366,2.409090909090909,1.3814493128076577,5.818181818181818,3.550113489048479,257.57575757575756,212.12121212121212,75.75757575757576,15.151515151515152,30.303030303030305,0.0,0.0,15.151515151515152,0.0,0.0,0.0,212.12121212121212,60.60606060606061,0.0,0.35714285714285715,5.5,60.60606060606061,0.0,30.303030303030305,15.151515151515152,15.151515151515152,0.0,0.7878787878787878,0.8918918918918919,188.56454545454545,1.0,1.0,1.0,0.1392156862745098,0.04358060935469191,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0841005967604433,0.06947997897478421,0.0
12,1,5,69,5,0.0,13.8,8.611620056644394,2.0144927536231885,1.1855745702155107,5.028985507246377,3.2301613657935606,304.34782608695656,72.46376811594203,101.44927536231884,14.492753623188406,43.47826086956522,0.0,0.0,0.0,0.0,0.0,0.0,130.43478260869566,14.492753623188406,0.0,0.5555555555555556,5.6,43.47826086956522,14.492753623188406,28.985507246376812,0.0,0.0,0.0,0.7246376811594203,0.9411764705882353,191.5553043478261,0.0,0.0,0.25,0.05,0.08660254037844387,0.0,0.0,0.0,0.1,0.02,0.060000000000000005,0.0
13,1,6,66,6,0.0,11.0,11.372481406154654,2.0757575757575757,1.2099412214699956,5.196969696969697,3.3899123836433733,242.42424242424244,166.66666666666666,106.06060606060606,0.0,30.303030303030305,0.0,0.0,0.0,0.0,0.0,0.0,136.36363636363635,45.45454545454545,0.0,0.4444444444444444,6.0,30.303030303030305,0.0,30.303030303030305,0.0,0.0,0.0,0.6363636363636364,0.7941176470588235,194.37454545454545,0.0,0.0,0.2,0.02,0.04,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.050666666666666665,0.09521282204346997,0.0
14,1,1,19,1,0.0,19.0,0.0,1.6842105263157894,0.8616160812497315,3.9473684210526314,2.5437991523356995,263.1578947368421,105.26315789473684,0.0,52.63157894736842,105.26315789473684,52.63157894736842,0.0,52.63157894736842,0.0,0.0,0.0,263.1578947368421,0.0,0.0,0.0,1.0,105.26315789473684,0.0,105.26315789473684,0.0,0.0,0.0,0.8421052631578947,1.0,186.44947368421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1,2,20,2,0.0,10.0,6.0,1.55,0.6689544080129826,4.0,1.9493588689617927,300.0,250.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,150.0,100.0,50.0,0.0,3.0,100.0,50.0,0.0,50.0,0.0,0.0,0.85,0.8461538461538461,195.71,0.0,0.0,1.0,0.3076923076923077,0.0,0.0,0.0,0.0,1.0,0.3076923076923077,0.0,0.0
16,1,4,79,4,0.0,19.75,15.990231392947383,1.8481012658227849,1.1701845315361585,4.569620253164557,3.067525058149423,189.873417721519,202.53164556962025,50.63291139240506,88.60759493670886,139.2405063291139,0.0,0.0,25.31645569620253,0.0,63.29113924050633,0.0,126.58227848101266,37.9746835443038,12.658227848101266,0.2,3.25,75.9493670886076,12.658227848101266,37.9746835443038,0.0,12.658227848101266,12.658227848101266,0.7341772151898734,0.9523809523809523,185.58613924050633,0.0,0.3333333333333333,0.0,0.020833333333333332,0.02946278254943948,0.0,0.0,0.3333333333333333,0.0,0.010416666666666666,0.02329237476562281,0.16666666666666666
17,1,5,77,5,0.0,15.4,18.51053753946654,1.974025974025974,1.184028189095219,4.883116883116883,3.4111125730966925,311.68831168831167,38.96103896103896,155.84415584415584,12.987012987012989,12.987012987012989,0.0,0.0,0.0,0.0,0.0,0.0,129.87012987012986,0.0,0.0,1.1,8.6,25.974025974025977,0.0,25.974025974025977,0.0,0.0,0.0,0.6363636363636364,0.875,189.94758441558443,0.0,0.0,0.25,0.08333333333333333,0.14433756729740643,0.0,0.1,0.1,0.4,0.152297165200391,0.29991486525908856,0.0
18,1,5,72,5,0.0,14.4,5.083306010855534,1.8055555555555556,1.008834433185271,4.347222222222222,2.630799003166477,180.55555555555554,250.0,55.55555555555555,27.777777777777775,27.777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,111.1111111111111,55.55555555555555,0.0,0.125,7.0,97.22222222222223,0.0,69.44444444444444,27.777777777777775,0.0,0.0,0.6944444444444444,0.8648648648648649,191.06866666666667,0.0,0.0,0.0,0.075,0.12990381056766578,0.0,0.0,0.0,0.0,0.08222222222222222,0.1083205120618128,0.0
19,1,2,64,2,0.0,32.0,31.0,2.046875,1.164979714147418,5.203125,3.23641240177685,375.0,46.875,93.75,0.0,15.625,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,1.5,4.0,31.25,15.625,15.625,0.0,0.0,0.0,0.59375,0.8181818181818182,172.971875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,1,12,1,0.0,12.0,0.0,2.0,0.9128709291752769,4.75,1.8314384146529925,500.0,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,1.0,193.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1,4,64,4,0.0,16.0,9.027735042633894,2.046875,1.1100350149319616,5.375,3.0388114452858046,281.25,156.25,93.75,78.125,46.875,0.0,0.0,0.0,0.0,0.0,0.0,171.875,31.25,0.0,0.5454545454545454,7.75,31.25,0.0,15.625,0.0,15.625,0.0,0.625,0.6666666666666666,189.291875,0.6666666666666666,1.0,1.0,0.3387096774193548,0.23959440811996982,0.0,0.3333333333333333,1.0,1.0,0.1693548387096774,0.23954916321198072,0.0
22,1,3,20,3,0.0,6.666666666666667,5.2493385826745405,1.95,0.9733961166965892,4.65,2.535251466817444,450.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.6666666666666666,6.666666666666667,50.0,0.0,50.0,0.0,0.0,0.0,0.65,0.7272727272727273,198.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.10475656017578482,0.0
23,1,6,82,6,0.0,13.666666666666666,6.774133810967191,1.951219512195122,1.103237353941331,4.975609756097561,3.0161177184606265,231.70731707317074,182.9268292682927,121.95121951219512,36.58536585365854,36.58536585365854,0.0,0.0,12.195121951219512,0.0,0.0,0.0,158.53658536585365,36.58536585365854,0.0,0.6153846153846154,7.333333333333333,73.17073170731707,12.195121951219512,12.195121951219512,12.195121951219512,36.58536585365854,0.0,0.8048780487804879,0.9361702127659575,191.72926829268295,0.2,0.2,0.2,0.02222222222222222,0.04444444444444444,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.007407407407407407,0.027715980642769932,0.0
24,1,3,76,3,0.0,25.333333333333332,17.249798710580816,1.5789473684210527,0.799064550036262,3.6578947368421053,1.916360527961843,421.05263157894734,52.63157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.10526315789473,0.0,0.0,0.0,6.333333333333333,13.157894736842104,0.0,13.157894736842104,0.0,0.0,0.0,0.2236842105263158,0.3055555555555556,180.05263157894737,0.5,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4714045207910317,0.0
25,1,1,64,1,0.0,64.0,0.0,1.953125,1.3396558268357586,4.890625,3.4283614321385367,312.5,78.125,62.5,31.25,31.25,0.0,0.0,0.0,0.0,15.625,0.0,31.25,15.625,15.625,2.0,27.0,140.625,62.5,78.125,0.0,0.0,0.0,0.65625,0.8387096774193549,140.388125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,3,23,3,0.0,7.666666666666667,2.8674417556808756,1.3478260869565217,0.560178205509788,3.347826086956522,1.6314489599385842,260.8695652173913,173.91304347826087,0.0,0.0,217.3913043478261,43.47826086956522,43.47826086956522,0.0,0.0,86.95652173913044,0.0,260.8695652173913,0.0,0.0,0.0,3.6666666666666665,43.47826086956522,0.0,43.47826086956522,0.0,0.0,0.0,1.0,1.0,198.2113043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,5,14,5,0.0,2.8,1.9390719429665315,1.6428571428571428,0.7178482586514922,4.0,1.8126539343499315,357.14285714285717,142.85714285714286,0.0,71.42857142857143,71.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,285.7142857142857,0.0,0.0,0.0,2.8,214.28571428571428,142.85714285714286,71.42857142857143,0.0,0.0,0.0,1.0,1.0,202.99828571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,7,69,7,0.0,9.857142857142858,4.642307659791977,1.8115942028985508,1.1581514796525825,4.6231884057971016,3.102600355267055,260.8695652173913,130.43478260869566,57.971014492753625,43.47826086956522,115.94202898550725,0.0,0.0,0.0,0.0,0.0,28.985507246376812,101.44927536231884,28.985507246376812,14.492753623188406,0.5714285714285714,5.857142857142857,28.985507246376812,0.0,14.492753623188406,14.492753623188406,0.0,0.0,0.6086956521739131,0.8529411764705882,195.69875776397515,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.10256410256410257,0.22934030538459382,0.3333333333333333,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.029304029304029304,0.13105160307691074,0.23809523809523808
29,1,7,54,7,0.0,7.714285714285714,6.6486150161257696,2.0185185185185186,1.1625441567199635,5.0,3.1622776601683795,370.3703703703703,55.55555555555555,92.59259259259258,18.51851851851852,18.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,166.66666666666666,0.0,0.0,0.3333333333333333,4.571428571428571,18.51851851851852,0.0,18.51851851851852,0.0,0.0,0.0,0.7037037037037037,0.9310344827586207,197.76031746031745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.010025062656641603,0.04483344315789052,0.0
30,1,2,18,2,0.0,9.0,3.0,2.0555555555555554,1.2234841969747356,5.388888888888889,3.093701287183523,222.2222222222222,277.77777777777777,55.55555555555555,0.0,111.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,111.1111111111111,55.55555555555555,0.0,0.5,7.5,55.55555555555555,55.55555555555555,0.0,0.0,0.0,0.0,0.9444444444444444,1.0,196.42666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,4,88,4,0.0,22.0,23.526580712037184,2.1704545454545454,1.3917091430478479,5.454545454545454,3.8016416636557127,340.9090909090909,34.090909090909086,90.9090909090909,11.363636363636363,34.090909090909086,0.0,0.0,0.0,0.0,0.0,0.0,68.18181818181817,0.0,0.0,1.3333333333333333,8.25,68.18181818181817,22.727272727272727,34.090909090909086,0.0,0.0,11.363636363636363,0.5568181818181818,0.7857142857142857,183.09772727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2,0.3651483716701107,0.16666666666666666
32,1,5,53,5,0.0,10.6,6.6211781428987395,2.0754716981132075,1.3987738107811802,5.09433962264151,3.4436934480150443,339.62264150943395,75.47169811320754,94.33962264150944,0.0,75.47169811320754,0.0,0.0,0.0,0.0,0.0,0.0,132.0754716981132,0.0,0.0,0.5714285714285714,8.6,18.867924528301884,0.0,18.867924528301884,0.0,0.0,0.0,0.6415094339622641,0.8518518518518519,194.78271698113207,0.25,0.25,0.25,0.058823529411764705,0.10188534162169866,0.25,0.1,0.1,0.2,0.056862745098039215,0.11581913274997928,0.1
33,1,3,51,3,0.0,17.0,7.874007874011811,1.6862745098039216,0.7273426270977023,4.03921568627451,2.048057753414822,294.11764705882354,98.0392156862745,117.6470588235294,58.8235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8235294117647,0.0,0.0,1.6666666666666667,0.0,78.43137254901961,0.0,78.43137254901961,0.0,0.0,0.0,0.7058823529411765,0.8620689655172413,188.48823529411766,0.5,0.5,0.5,0.1388235294117647,0.021176470588235297,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.09254901960784313,0.06768768316985543,0.0
34,1,6,74,6,0.0,12.333333333333334,5.120763831912406,2.0,1.150792911137501,4.797297297297297,3.079925103203655,81.08108108108108,310.8108108108108,81.08108108108108,108.10810810810811,108.10810810810811,0.0,0.0,27.027027027027028,0.0,0.0,0.0,81.08108108108108,54.054054054054056,40.54054054054054,0.0,8.5,121.62162162162163,0.0,108.10810810810811,0.0,13.513513513513514,0.0,0.6891891891891891,0.8372093023255814,193.06,0.0,0.0,0.0,0.07333333333333333,0.09043106644167025,0.0,0.0,0.13333333333333333,0.0,0.08806858008904045,0.11740366268337868,0.2
35,1,6,54,6,0.0,9.0,10.344080432788601,1.9259259259259258,1.1682822441175928,4.833333333333333,3.3263816399828228,314.81481481481484,92.59259259259258,111.1111111111111,0.0,18.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,111.1111111111111,18.51851851851852,0.0,0.6666666666666666,6.833333333333333,18.51851851851852,0.0,18.51851851851852,0.0,0.0,0.0,0.6666666666666666,0.9285714285714286,196.50444444444443,0.2,0.2,0.2,0.05,0.1,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.02368421052631579,0.06591216629533052,0.0
36,1,6,74,6,0.0,12.333333333333334,11.220021786471223,2.027027027027027,1.173732473005863,5.04054054054054,3.1513154232804297,351.35135135135135,67.56756756756756,94.5945945945946,0.0,40.54054054054054,0.0,0.0,0.0,0.0,0.0,0.0,162.16216216216216,0.0,0.0,0.5,4.166666666666667,27.027027027027028,13.513513513513514,13.513513513513514,0.0,0.0,0.0,0.581081081081081,0.7894736842105263,193.04378378378377,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.11724496426250812,0.2607774886457626,0.0
37,1,5,78,5,0.0,15.6,8.404760555780278,1.8461538461538463,1.144405825867764,4.794871794871795,3.286955470585923,243.5897435897436,115.38461538461539,89.74358974358974,64.1025641025641,51.28205128205128,0.0,0.0,0.0,0.0,0.0,0.0,166.66666666666666,12.82051282051282,0.0,0.46153846153846156,9.4,38.46153846153847,0.0,25.64102564102564,0.0,12.82051282051282,0.0,0.6282051282051282,0.8,189.8203076923077,0.25,0.5,0.5,0.06847826086956521,0.0732950507281879,0.5,0.3,0.4,0.4,0.08905138339920948,0.13529154663267304,0.3
38,1,6,69,6,0.0,11.5,13.937359864766353,1.8985507246376812,1.0920652889150437,4.579710144927536,2.999544879011052,391.304347826087,57.971014492753625,72.46376811594203,14.492753623188406,14.492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,159.42028985507244,0.0,0.0,0.2727272727272727,5.833333333333333,43.47826086956522,0.0,43.47826086956522,0.0,0.0,0.0,0.6376811594202898,0.8378378378378378,193.9708695652174,0.0,0.0,0.6,0.09523809523809523,0.10432810619146021,0.0,0.0,0.0,0.4,0.10834373289545703,0.2496469531602478,0.0
39,1,2,48,2,0.0,24.0,24.0,2.5833333333333335,1.16963907063485,6.4375,2.8716012519150356,666.6666666666666,41.666666666666664,41.666666666666664,20.833333333333332,41.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,41.666666666666664,0.0,20.833333333333332,0.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6458333333333334,0.6216216216216216,180.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,4,80,4,0.0,20.0,11.40175425099138,2.0,1.140175425099138,4.9625,2.9429736237350137,362.5,125.0,37.5,0.0,62.5,0.0,0.0,12.5,0.0,0.0,0.0,187.5,25.0,0.0,0.13333333333333333,12.75,62.5,12.5,50.0,0.0,0.0,0.0,0.75,0.9047619047619048,185.24,0.6666666666666666,1.0,1.0,0.09565217391304348,0.0818808515468147,0.3333333333333333,0.5,1.0,1.0,0.061159420289855077,0.07247825942057964,0.5
41,1,2,84,2,0.0,42.0,14.0,1.869047619047619,1.0209678170474874,4.773809523809524,2.6697208275496065,142.85714285714286,238.09523809523807,59.52380952380952,107.14285714285714,130.95238095238096,0.0,0.0,35.714285714285715,0.0,35.714285714285715,0.0,130.95238095238096,83.33333333333333,23.809523809523807,0.2727272727272727,31.5,71.42857142857143,47.61904761904761,23.809523809523807,0.0,0.0,0.0,0.7380952380952381,0.9130434782608695,162.87857142857143,0.0,1.0,0.0,0.17391304347826086,0.0,1.0,0.0,1.0,0.0,0.17391304347826086,0.0,1.0
42,1,5,79,5,0.0,15.8,8.471127433818948,1.759493670886076,1.1162231739265116,4.506329113924051,2.8143997616305865,278.4810126582278,113.92405063291139,63.29113924050633,25.31645569620253,50.63291139240506,0.0,0.0,0.0,0.0,12.658227848101266,0.0,164.55696202531644,0.0,12.658227848101266,0.3076923076923077,4.4,37.9746835443038,12.658227848101266,0.0,0.0,25.31645569620253,0.0,0.6455696202531646,0.8157894736842105,189.66830379746835,0.5,0.75,0.75,0.09298245614035087,0.10909685481432807,0.0,0.4,0.5,0.5,0.08446570972886762,0.11190489158670695,0.1
43,1,6,72,6,0.0,12.0,4.795831523312719,1.8611111111111112,1.00423486014029,4.916666666666667,2.8418988174966557,305.5555555555556,250.0,13.888888888888888,55.55555555555555,41.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,152.7777777777778,55.55555555555555,13.888888888888888,0.09090909090909091,1.6666666666666667,55.55555555555555,0.0,55.55555555555555,0.0,0.0,0.0,0.7222222222222222,0.7333333333333333,193.48333333333332,0.4,0.4,0.4,0.20736842105263156,0.28911173543781826,0.0,0.2,0.2,0.2,0.09902179691653376,0.19833061731542012,0.0
44,1,3,81,3,0.0,27.0,30.735430152621365,2.2222222222222223,1.3425606637327303,5.320987654320987,3.5480029524318137,320.98765432098764,37.03703703703704,160.49382716049382,12.345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.72839506172839,0.0,0.0,2.6,4.666666666666667,49.382716049382715,12.345679012345679,37.03703703703704,0.0,0.0,0.0,0.7160493827160493,0.9534883720930233,177.96666666666667,0.5,0.5,0.5,0.023255813953488372,0.023255813953488372,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.015503875968992248,0.021925791664699146,0.0
45,1,1,43,1,0.0,43.0,0.0,1.7209302325581395,1.0415904965841252,4.5813953488372094,3.0211083607544147,395.3488372093023,69.76744186046511,93.02325581395348,23.25581395348837,46.51162790697674,0.0,0.0,0.0,0.0,0.0,0.0,93.02325581395348,0.0,0.0,0.75,1.0,69.76744186046511,23.25581395348837,46.51162790697674,0.0,0.0,0.0,0.813953488372093,0.96,161.94744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,1,6,1,0.0,6.0,0.0,2.0,0.816496580927726,5.0,2.449489742783178,666.6666666666666,166.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3333333333333,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,199.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1,6,77,6,0.0,12.833333333333334,7.174414416676961,1.87012987012987,1.0853289566636977,4.961038961038961,3.1640905566102386,454.5454545454545,38.96103896103896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9090909090909,0.0,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2077922077922078,0.2894736842105263,192.62792207792208,0.0,0.0,1.0,0.4025641025641026,0.11794871794871796,0.0,0.2,0.2,1.0,0.537948717948718,0.2989545667900095,0.0
48,1,5,61,5,0.0,12.2,16.84517735139645,1.7049180327868851,1.0137458907370693,3.8688524590163933,2.5637792917722426,377.04918032786884,65.57377049180329,0.0,0.0,65.57377049180329,0.0,0.0,0.0,0.0,0.0,0.0,114.75409836065575,0.0,0.0,0.0,5.8,32.786885245901644,16.393442622950822,16.393442622950822,0.0,0.0,0.0,0.47540983606557374,0.7407407407407407,193.37304918032788,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.024,0.072,0.1
49,1,3,19,3,0.0,6.333333333333333,7.542472332656507,1.9473684210526316,0.8254940600714801,4.7368421052631575,1.859318077121652,263.1578947368421,105.26315789473684,157.89473684210526,52.63157894736842,52.63157894736842,0.0,0.0,0.0,0.0,0.0,0.0,263.1578947368421,0.0,0.0,0.4,2.3333333333333335,52.63157894736842,0.0,52.63157894736842,0.0,0.0,0.0,1.0,1.0,199.21157894736842,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
